[2026-05-03 12:04:32] SESSION_START: Face Recognition Experiment
[2026-05-03 12:04:32] SETUP: Model=lin | Rank=10 | MaxIter=500
[2026-05-03 12:04:32] STATUS: Starting Training Loop...

[12:04:32] [LIN_ALGO] Starting Optimization (MaxIter=500, Tol=0.0001)
[12:04:32] [LIN_ALGO] W_max = 81.92222524258781, H_max = 81.92222524258781
[12:04:32] [LIN_ALGO] ITER |  RECON_ERROR  |   DELTA_W   |   DELTA_H   | TIME(s)
-------------------------------------------------------------------------------------
[12:04:32] [LIN_ALGO] 0001 | 2.612967e-01 | 8.7838e-01 | 9.0765e-01 |   0.22
[12:04:34] [LIN_ALGO] 0010 | 2.092678e-01 | 1.4255e-02 | 1.4324e-02 |   1.38
[12:04:34] [LIN_ALGO] 0015 | 2.086204e-01 | 0.0000e+00 | 0.0000e+00 |   1.60
[12:04:34] [LIN_ALGO] STOPPED at Iter 15: Converged (Delta < 0.0001)
-------------------------------------------------------------------------------------

[2026-05-03 12:04:34] STATUS: Training Finished. Time=1.6s
[2026-05-03 12:04:34] STATUS: Projecting Test Data and Classifying...

=== CLASSIFICATION REPORT ===
IDX | REAL_ID | PRED_ID | DISTANCE | MATCH_IDX | STATUS
--------------------------------------------------------
001 |   01    |   01    |  0.8146  |   0001    | HIT 
002 |   01    |   01    |  0.9243  |   0006    | HIT 
003 |   01    |   01    |  0.9935  |   0006    | HIT 
004 |   02    |   02    |  0.3183  |   0009    | HIT 
005 |   02    |   02    |  0.1685  |   0011    | HIT 
006 |   02    |   02    |  0.5531  |   0014    | HIT 
007 |   03    |   03    |  0.5920  |   0021    | HIT 
008 |   03    |   03    |  0.7273  |   0021    | HIT 
009 |   03    |   03    |  0.3693  |   0016    | HIT 
010 |   04    |   04    |  0.3062  |   0026    | HIT 
011 |   04    |   04    |  0.3541  |   0025    | HIT 
012 |   04    |   04    |  0.3467  |   0024    | HIT 
013 |   05    |   05    |  0.2204  |   0033    | HIT 
014 |   05    |   05    |  0.7517  |   0034    | HIT 
015 |   05    |   05    |  0.5617  |   0035    | HIT 
016 |   06    |   06    |  0.1187  |   0037    | HIT 
017 |   06    |   06    |  0.2089  |   0042    | HIT 
018 |   06    |   06    |  0.5033  |   0040    | HIT 
019 |   07    |   07    |  0.3788  |   0046    | HIT 
020 |   07    |   07    |  0.7344  |   0049    | HIT 
021 |   07    |   07    |  0.3774  |   0043    | HIT 
022 |   08    |   08    |  0.3846  |   0052    | HIT 
023 |   08    |   08    |  0.4593  |   0053    | HIT 
024 |   08    |   08    |  0.5963  |   0056    | HIT 
025 |   09    |   09    |  0.3575  |   0063    | HIT 
026 |   09    |   38    |  0.7442  |   0264    | MISS
027 |   09    |   09    |  0.3674  |   0057    | HIT 
028 |   10    |   10    |  0.3720  |   0070    | HIT 
029 |   10    |   10    |  0.3956  |   0066    | HIT 
030 |   10    |   10    |  0.6262  |   0066    | HIT 
031 |   11    |   11    |  0.5560  |   0072    | HIT 
032 |   11    |   11    |  0.9797  |   0072    | HIT 
033 |   11    |   11    |  0.9089  |   0072    | HIT 
034 |   12    |   12    |  0.3288  |   0080    | HIT 
035 |   12    |   12    |  0.6329  |   0078    | HIT 
036 |   12    |   12    |  0.2801  |   0079    | HIT 
037 |   13    |   13    |  0.3402  |   0086    | HIT 
038 |   13    |   13    |  0.3404  |   0086    | HIT 
039 |   13    |   13    |  0.4905  |   0091    | HIT 
040 |   14    |   14    |  0.6472  |   0093    | HIT 
041 |   14    |   14    |  0.8526  |   0093    | HIT 
042 |   14    |   14    |  0.5419  |   0093    | HIT 
043 |   15    |   15    |  0.4289  |   0104    | HIT 
044 |   15    |   15    |  0.5901  |   0103    | HIT 
045 |   15    |   15    |  0.5138  |   0104    | HIT 
046 |   16    |   16    |  0.6534  |   0108    | HIT 
047 |   16    |   16    |  0.8367  |   0109    | HIT 
048 |   16    |   24    |  0.9164  |   0167    | MISS
049 |   17    |   17    |  0.4059  |   0114    | HIT 
050 |   17    |   17    |  0.4143  |   0119    | HIT 
051 |   17    |   17    |  0.4287  |   0114    | HIT 
052 |   18    |   13    |  0.7208  |   0091    | MISS
053 |   18    |   18    |  0.2660  |   0123    | HIT 
054 |   18    |   18    |  0.5899  |   0125    | HIT 
055 |   19    |   19    |  0.6447  |   0132    | HIT 
056 |   19    |   19    |  0.7940  |   0133    | HIT 
057 |   19    |   02    |  0.9682  |   0010    | MISS
058 |   20    |   20    |  0.6316  |   0139    | HIT 
059 |   20    |   21    |  0.5545  |   0146    | MISS
060 |   20    |   21    |  0.6920  |   0147    | MISS
061 |   21    |   21    |  0.5261  |   0142    | HIT 
062 |   21    |   21    |  0.3879  |   0142    | HIT 
063 |   21    |   21    |  0.4340  |   0145    | HIT 
064 |   22    |   22    |  0.2752  |   0151    | HIT 
065 |   22    |   22    |  0.3775  |   0148    | HIT 
066 |   22    |   22    |  0.3371  |   0153    | HIT 
067 |   23    |   23    |  0.5503  |   0161    | HIT 
068 |   23    |   23    |  0.2950  |   0157    | HIT 
069 |   23    |   23    |  0.3780  |   0155    | HIT 
070 |   24    |   24    |  0.4160  |   0162    | HIT 
071 |   24    |   24    |  0.5073  |   0168    | HIT 
072 |   24    |   24    |  0.3928  |   0163    | HIT 
073 |   25    |   25    |  0.3901  |   0172    | HIT 
074 |   25    |   25    |  0.6468  |   0174    | HIT 
075 |   25    |   25    |  0.4425  |   0175    | HIT 
076 |   26    |   28    |  0.8040  |   0191    | MISS
077 |   26    |   26    |  0.1875  |   0177    | HIT 
078 |   26    |   26    |  0.4337  |   0182    | HIT 
079 |   27    |   27    |  0.7453  |   0189    | HIT 
080 |   27    |   27    |  0.3386  |   0189    | HIT 
081 |   27    |   27    |  0.4889  |   0189    | HIT 
082 |   28    |   28    |  0.4679  |   0195    | HIT 
083 |   28    |   37    |  0.6471  |   0254    | MISS
084 |   28    |   28    |  0.8372  |   0192    | HIT 
085 |   29    |   29    |  0.3547  |   0202    | HIT 
086 |   29    |   29    |  0.5172  |   0202    | HIT 
087 |   29    |   29    |  0.2658  |   0200    | HIT 
088 |   30    |   30    |  0.5989  |   0207    | HIT 
089 |   30    |   30    |  0.4033  |   0205    | HIT 
090 |   30    |   30    |  0.5415  |   0210    | HIT 
091 |   31    |   31    |  0.5456  |   0211    | HIT 
092 |   31    |   31    |  0.5093  |   0211    | HIT 
093 |   31    |   31    |  0.3002  |   0211    | HIT 
094 |   32    |   15    |  0.7712  |   0099    | MISS
095 |   32    |   32    |  0.3975  |   0219    | HIT 
096 |   32    |   32    |  0.4106  |   0218    | HIT 
097 |   33    |   33    |  0.3899  |   0230    | HIT 
098 |   33    |   33    |  0.5570  |   0227    | HIT 
099 |   33    |   33    |  0.3078  |   0230    | HIT 
100 |   34    |   34    |  0.1919  |   0237    | HIT 
101 |   34    |   34    |  0.2679  |   0238    | HIT 
102 |   34    |   34    |  0.2011  |   0233    | HIT 
103 |   35    |   35    |  0.6661  |   0245    | HIT 
104 |   35    |   25    |  0.4895  |   0172    | MISS
105 |   35    |   35    |  0.6132  |   0244    | HIT 
106 |   36    |   36    |  0.5557  |   0252    | HIT 
107 |   36    |   36    |  0.3964  |   0249    | HIT 
108 |   36    |   36    |  0.6628  |   0249    | HIT 
109 |   37    |   37    |  0.4069  |   0254    | HIT 
110 |   37    |   37    |  0.3880  |   0255    | HIT 
111 |   37    |   37    |  0.2365  |   0253    | HIT 
112 |   38    |   38    |  0.4993  |   0262    | HIT 
113 |   38    |   38    |  0.5581  |   0262    | HIT 
114 |   38    |   38    |  0.5304  |   0263    | HIT 
115 |   39    |   39    |  0.6258  |   0272    | HIT 
116 |   39    |   39    |  0.7230  |   0272    | HIT 
117 |   39    |   39    |  0.4157  |   0272    | HIT 
118 |   40    |   40    |  0.3394  |   0279    | HIT 
119 |   40    |   40    |  0.3370  |   0274    | HIT 
120 |   40    |   35    |  0.4779  |   0240    | MISS
--------------------------------------------------------
[2026-05-03 12:04:34] SUMMARY: Accuracy=90.83% (109/120)
[2026-05-03 12:04:34] SESSION_END
