<<<<<<< HEAD
[2026-02-08 16:59:41] SESSION_START: Face Recognition Experiment
[2026-02-08 16:59:41] SETUP: Model=multiplicativo | Rank=40 | MaxIter=300
[2026-02-08 16:59:41] STATUS: Starting Training Loop...
[16:59:41] [MULT_ALGO] Starting Optimization (MaxIter=300, Tol=0.0001)
[16:59:41] [MULT_ALGO] ITER |  RECON_ERROR  |   DELTA_W  |   DELTA_H  | TIME(s)
-------------------------------------------------------------------------------------
[16:59:41] [MULT_ALGO] 0001 | 3.043856e-01 | 2.8366e-01 | 9.5678e-01 |   0.06
[16:59:42] [MULT_ALGO] 0020 | 2.876761e-01 | 1.9073e-02 | 1.6659e-02 |   1.02
[16:59:43] [MULT_ALGO] 0040 | 2.350641e-01 | 1.5125e-02 | 1.4377e-02 |   2.04
[16:59:44] [MULT_ALGO] 0060 | 2.079201e-01 | 9.1731e-03 | 8.5561e-03 |   3.09
[16:59:45] [MULT_ALGO] 0080 | 1.925970e-01 | 6.6277e-03 | 5.9822e-03 |   4.10
[16:59:46] [MULT_ALGO] 0100 | 1.830279e-01 | 4.9466e-03 | 4.3377e-03 |   5.09
[16:59:47] [MULT_ALGO] 0120 | 1.766457e-01 | 3.8409e-03 | 3.3972e-03 |   6.13
[16:59:48] [MULT_ALGO] 0140 | 1.721539e-01 | 3.0818e-03 | 2.7513e-03 |   7.10
[16:59:49] [MULT_ALGO] 0160 | 1.688686e-01 | 2.5425e-03 | 2.2781e-03 |   8.13
[16:59:50] [MULT_ALGO] 0180 | 1.663878e-01 | 2.1520e-03 | 1.9279e-03 |   9.11
[16:59:51] [MULT_ALGO] 0200 | 1.644600e-01 | 1.8596e-03 | 1.6657e-03 |  10.09
[16:59:53] [MULT_ALGO] 0220 | 1.629255e-01 | 1.6306e-03 | 1.4630e-03 |  11.14
[16:59:53] [MULT_ALGO] 0240 | 1.616812e-01 | 1.4431e-03 | 1.3011e-03 |  12.11
[16:59:55] [MULT_ALGO] 0260 | 1.606578e-01 | 1.2843e-03 | 1.1679e-03 |  13.15
[16:59:55] [MULT_ALGO] 0280 | 1.598061e-01 | 1.1485e-03 | 1.0563e-03 |  14.12
[16:59:57] [MULT_ALGO] 0300 | 1.590897e-01 | 1.0328e-03 | 9.6201e-04 |  15.13
[16:59:57] [MULT_ALGO] STOPPED: Max Iterations Reached (300)
-------------------------------------------------------------------------------------

[2026-02-08 16:59:57] STATUS: Training Finished. Time=15.134s
[2026-02-08 16:59:57] STATUS: Projecting Test Data and Classifying...
=======
[2026-02-08 16:47:32] SESSION_START: Face Recognition Experiment
[2026-02-08 16:47:32] SETUP: Model=multiplicativo | Rank=40 | MaxIter=300
[2026-02-08 16:47:32] STATUS: Starting Training Loop...
[16:47:32] [MULT_ALGO] Starting Optimization (MaxIter=300, Tol=0.0001)
[16:47:32] [MULT_ALGO] ITER |  RECON_ERROR  |   DELTA_W  |   DELTA_H  | TIME(s)
-------------------------------------------------------------------------------------
[16:47:32] [MULT_ALGO] 0001 | 3.043856e-01 | 2.8366e-01 | 9.5678e-01 |   0.05
[16:47:33] [MULT_ALGO] 0020 | 2.876761e-01 | 1.9073e-02 | 1.6659e-02 |   1.16
[16:47:34] [MULT_ALGO] 0040 | 2.350641e-01 | 1.5125e-02 | 1.4377e-02 |   2.20
[16:47:35] [MULT_ALGO] 0060 | 2.079201e-01 | 9.1731e-03 | 8.5561e-03 |   3.21
[16:47:36] [MULT_ALGO] 0080 | 1.925970e-01 | 6.6277e-03 | 5.9822e-03 |   4.17
[16:47:37] [MULT_ALGO] 0100 | 1.830279e-01 | 4.9466e-03 | 4.3377e-03 |   5.17
[16:47:38] [MULT_ALGO] 0120 | 1.766457e-01 | 3.8409e-03 | 3.3972e-03 |   6.14
[16:47:39] [MULT_ALGO] 0140 | 1.721539e-01 | 3.0818e-03 | 2.7513e-03 |   7.13
[16:47:40] [MULT_ALGO] 0160 | 1.688686e-01 | 2.5425e-03 | 2.2781e-03 |   8.20
[16:47:41] [MULT_ALGO] 0180 | 1.663878e-01 | 2.1520e-03 | 1.9279e-03 |   9.16
[16:47:42] [MULT_ALGO] 0200 | 1.644600e-01 | 1.8596e-03 | 1.6657e-03 |  10.19
[16:47:43] [MULT_ALGO] 0220 | 1.629255e-01 | 1.6306e-03 | 1.4630e-03 |  11.17
[16:47:44] [MULT_ALGO] 0240 | 1.616812e-01 | 1.4431e-03 | 1.3011e-03 |  12.21
[16:47:45] [MULT_ALGO] 0260 | 1.606578e-01 | 1.2843e-03 | 1.1679e-03 |  13.19
[16:47:46] [MULT_ALGO] 0280 | 1.598061e-01 | 1.1485e-03 | 1.0563e-03 |  14.15
[16:47:47] [MULT_ALGO] 0300 | 1.590897e-01 | 1.0328e-03 | 9.6201e-04 |  15.20
[16:47:47] [MULT_ALGO] STOPPED: Max Iterations Reached (300)
-------------------------------------------------------------------------------------

[2026-02-08 16:47:47] STATUS: Training Finished. Time=15.205s
[2026-02-08 16:47:47] STATUS: Projecting Test Data and Classifying...
>>>>>>> d6e06f488192406a45962e097b2ea94c057df733

=== CLASSIFICATION REPORT ===
IDX | REAL_ID | PRED_ID | DISTANCE | MATCH_IDX | STATUS
--------------------------------------------------------
001 |   01    |   01    |  0.1333  |   0001    | HIT 
002 |   01    |   24    |  0.1438  |   0166    | MISS
003 |   01    |   01    |  0.1174  |   0006    | HIT 
004 |   02    |   02    |  0.0673  |   0009    | HIT 
005 |   02    |   02    |  0.0574  |   0011    | HIT 
006 |   02    |   02    |  0.0865  |   0014    | HIT 
007 |   03    |   03    |  0.1167  |   0019    | HIT 
008 |   03    |   03    |  0.1048  |   0019    | HIT 
009 |   03    |   03    |  0.0655  |   0016    | HIT 
010 |   04    |   04    |  0.0666  |   0026    | HIT 
011 |   04    |   04    |  0.0400  |   0025    | HIT 
012 |   04    |   04    |  0.0889  |   0024    | HIT 
013 |   05    |   05    |  0.0509  |   0033    | HIT 
014 |   05    |   05    |  0.1103  |   0035    | HIT 
015 |   05    |   05    |  0.0859  |   0035    | HIT 
016 |   06    |   06    |  0.0467  |   0041    | HIT 
017 |   06    |   06    |  0.0799  |   0042    | HIT 
018 |   06    |   06    |  0.0889  |   0041    | HIT 
019 |   07    |   07    |  0.0678  |   0046    | HIT 
020 |   07    |   07    |  0.0986  |   0049    | HIT 
021 |   07    |   07    |  0.0720  |   0046    | HIT 
022 |   08    |   08    |  0.0803  |   0052    | HIT 
023 |   08    |   08    |  0.0629  |   0055    | HIT 
024 |   08    |   08    |  0.0978  |   0053    | HIT 
025 |   09    |   09    |  0.0621  |   0063    | HIT 
026 |   09    |   09    |  0.1009  |   0061    | HIT 
027 |   09    |   09    |  0.0820  |   0057    | HIT 
028 |   10    |   10    |  0.0855  |   0070    | HIT 
029 |   10    |   10    |  0.0604  |   0066    | HIT 
030 |   10    |   38    |  0.1370  |   0266    | MISS
031 |   11    |   11    |  0.1036  |   0072    | HIT 
032 |   11    |   14    |  0.1569  |   0098    | MISS
033 |   11    |   11    |  0.1277  |   0071    | HIT 
034 |   12    |   12    |  0.0607  |   0080    | HIT 
035 |   12    |   12    |  0.0920  |   0079    | HIT 
036 |   12    |   12    |  0.0627  |   0079    | HIT 
037 |   13    |   13    |  0.0940  |   0086    | HIT 
038 |   13    |   13    |  0.0897  |   0086    | HIT 
039 |   13    |   13    |  0.0998  |   0090    | HIT 
040 |   14    |   14    |  0.1391  |   0097    | HIT 
041 |   14    |   14    |  0.1345  |   0096    | HIT 
042 |   14    |   14    |  0.0747  |   0098    | HIT 
043 |   15    |   15    |  0.0643  |   0100    | HIT 
044 |   15    |   15    |  0.1152  |   0103    | HIT 
045 |   15    |   15    |  0.0731  |   0101    | HIT 
046 |   16    |   01    |  0.1446  |   0002    | MISS
047 |   16    |   22    |  0.1425  |   0152    | MISS
048 |   16    |   16    |  0.1447  |   0109    | HIT 
049 |   17    |   17    |  0.0588  |   0114    | HIT 
050 |   17    |   17    |  0.1076  |   0119    | HIT 
051 |   17    |   17    |  0.0940  |   0114    | HIT 
052 |   18    |   18    |  0.0978  |   0124    | HIT 
053 |   18    |   18    |  0.0759  |   0126    | HIT 
054 |   18    |   40    |  0.0917  |   0276    | MISS
055 |   19    |   19    |  0.1125  |   0131    | HIT 
056 |   19    |   19    |  0.0937  |   0132    | HIT 
057 |   19    |   19    |  0.1475  |   0132    | HIT 
058 |   20    |   20    |  0.0700  |   0139    | HIT 
059 |   20    |   30    |  0.1338  |   0210    | MISS
060 |   20    |   20    |  0.1148  |   0139    | HIT 
061 |   21    |   21    |  0.0734  |   0143    | HIT 
062 |   21    |   21    |  0.0483  |   0142    | HIT 
063 |   21    |   21    |  0.0521  |   0145    | HIT 
064 |   22    |   22    |  0.0628  |   0151    | HIT 
065 |   22    |   22    |  0.0462  |   0151    | HIT 
066 |   22    |   22    |  0.0434  |   0148    | HIT 
067 |   23    |   23    |  0.0929  |   0161    | HIT 
068 |   23    |   23    |  0.0456  |   0157    | HIT 
069 |   23    |   23    |  0.0832  |   0156    | HIT 
070 |   24    |   24    |  0.0642  |   0162    | HIT 
071 |   24    |   24    |  0.0595  |   0168    | HIT 
072 |   24    |   24    |  0.0654  |   0163    | HIT 
073 |   25    |   25    |  0.0593  |   0172    | HIT 
074 |   25    |   25    |  0.0760  |   0174    | HIT 
075 |   25    |   25    |  0.0773  |   0175    | HIT 
076 |   26    |   37    |  0.1330  |   0254    | MISS
077 |   26    |   26    |  0.0378  |   0177    | HIT 
078 |   26    |   26    |  0.0599  |   0182    | HIT 
079 |   27    |   27    |  0.1316  |   0184    | HIT 
080 |   27    |   27    |  0.0678  |   0189    | HIT 
081 |   27    |   27    |  0.0907  |   0189    | HIT 
082 |   28    |   28    |  0.0946  |   0195    | HIT 
083 |   28    |   37    |  0.1196  |   0254    | MISS
084 |   28    |   28    |  0.1206  |   0192    | HIT 
085 |   29    |   29    |  0.0597  |   0201    | HIT 
086 |   29    |   29    |  0.1060  |   0202    | HIT 
087 |   29    |   29    |  0.0781  |   0200    | HIT 
088 |   30    |   30    |  0.0806  |   0208    | HIT 
089 |   30    |   30    |  0.0772  |   0208    | HIT 
090 |   30    |   30    |  0.0724  |   0210    | HIT 
091 |   31    |   31    |  0.1061  |   0211    | HIT 
092 |   31    |   31    |  0.0603  |   0211    | HIT 
093 |   31    |   31    |  0.0920  |   0211    | HIT 
